0.425123 	 0.132542
0.474410 	 0.230354
0.837794 	 0.231086
0.380291 	 0.517167
0.137913 	 0.327494
0.665395 	 0.245796
0.280374 	 0.674825
0.220527 	 0.294412
0.751152 	 0.136143
0.844111 	 0.246254
0.617481 	 0.803339
0.749138 	 0.696158
0.118564 	 0.710623
0.906796 	 0.250587
0.374889 	 0.176855
0.819971 	 0.522507
0.682943 	 0.406812
0.091769 	 0.550768
0.881619 	 0.517045
0.525163 	 0.142125
0.166265 	 0.286569
0.394086 	 0.027009
0.679159 	 0.317576
0.375164 	 0.511917
0.241737 	 0.316294
0.318583 	 0.865871
0.365886 	 0.527604
0.893216 	 0.201544
0.772729 	 0.286966
0.412061 	 0.479995
0.106296 	 0.758049
0.647847 	 0.632405
0.649800 	 0.385174
0.887661 	 0.810175
0.602710 	 0.534623
0.447645 	 0.929014
0.216071 	 0.686270
0.206793 	 0.575884
0.530747 	 0.097293
0.349742 	 0.694632
0.937681 	 0.351787
0.514512 	 0.883206
0.961364 	 0.410291
0.805628 	 0.515641
0.829920 	 0.657064
0.757134 	 0.649098
0.214667 	 0.900479
0.874508 	 0.820673
0.338939 	 0.818476
0.590869 	 0.232246
0.158391 	 0.150639
0.396527 	 0.887204
0.542283 	 0.259651
0.367534 	 0.839656
0.460067 	 0.835047
0.380963 	 0.403821
0.899411 	 0.210059
0.128941 	 0.684194
0.604328 	 0.076418
0.702689 	 0.096042
0.399701 	 0.636647
0.184851 	 0.155309
0.722373 	 0.114689
0.570666 	 0.063021
0.227363 	 0.643544
0.667074 	 0.281808
0.377178 	 0.785516
0.437757 	 0.467910
0.826533 	 0.126286
0.254219 	 0.786279
0.189856 	 0.706412
0.507431 	 0.034211
0.218513 	 0.208991
0.595264 	 0.899991
0.485488 	 0.059572
0.356670 	 0.873592
0.199408 	 0.788903
0.335032 	 0.168584
0.310526 	 0.407422
0.696646 	 0.145604
0.180303 	 0.436720
0.569720 	 0.012482
0.268532 	 0.157842
0.171697 	 0.742271
0.721122 	 0.632527
0.096011 	 0.387249
0.143651 	 0.458266
0.392407 	 0.062807
0.632801 	 0.813746
0.185064 	 0.253243
0.417890 	 0.204596
0.337840 	 0.951720
0.538499 	 0.528489
0.190191 	 0.649403
0.401227 	 0.904324
0.165532 	 0.389874
0.506607 	 0.403424
0.634602 	 0.517594
0.615162 	 0.154485
0.325205 	 0.092868
0.512375 	 0.900266
0.269814 	 0.410932
0.460921 	 0.271462
0.317118 	 0.171606
0.863674 	 0.830958
0.868831 	 0.226661
0.367107 	 0.918546
0.800012 	 0.591479
0.413648 	 0.507157
0.596881 	 0.566179
0.395581 	 0.837642
0.794336 	 0.354411
0.047151 	 0.359203
0.224433 	 0.808130
0.268349 	 0.505356
0.686819 	 0.728202
0.557268 	 0.579150
0.380322 	 0.694327
0.146062 	 0.470443
0.375835 	 0.771569
0.505966 	 0.266152
0.411420 	 0.250343
0.752617 	 0.158788
0.983184 	 0.560595
0.666250 	 0.122105
0.489090 	 0.970977
0.985717 	 0.507218
0.905087 	 0.345225
0.060671 	 0.495590
0.421125 	 0.043489
0.335063 	 0.239631
0.071596 	 0.671255
0.736686 	 0.112857
0.270425 	 0.429090
0.342906 	 0.447401
0.417585 	 0.985748
0.643910 	 0.209174
0.785302 	 0.699576
0.153233 	 0.329203
0.238563 	 0.922452
0.219947 	 0.473098
0.198065 	 0.305643
0.427747 	 0.349559
0.352184 	 0.642994
0.565477 	 0.840693
0.438948 	 0.418378
0.448744 	 0.613269
0.368023 	 0.813379
0.484634 	 0.540300
0.391125 	 0.606861
0.689596 	 0.647755
0.466262 	 0.495712
0.543107 	 0.865627
0.335948 	 0.741630
0.300058 	 0.264016
0.324168 	 0.652425
0.547411 	 0.505905
0.351787 	 0.194464
0.392102 	 0.522050
0.763939 	 0.242317
0.397717 	 0.051973
0.551531 	 0.694754
0.753075 	 0.373394
0.848659 	 0.747642
0.576098 	 0.515793
0.390423 	 0.173376
0.743370 	 0.887661
0.559618 	 0.726646
0.684011 	 0.914701
0.800470 	 0.160497
0.773522 	 0.891659
0.055971 	 0.336497
0.411542 	 0.713157
0.899442 	 0.338328
0.715445 	 0.941557
0.374157 	 0.694205
0.528336 	 0.199469
0.496811 	 0.677816
0.399823 	 0.487106
0.820246 	 0.470809
0.374035 	 0.051393
0.985839 	 0.440687
0.328593 	 0.326792
0.588092 	 0.811579
0.294168 	 0.361339
0.192633 	 0.367443
0.035676 	 0.356731
0.204718 	 0.361705
0.885159 	 0.540239
0.773217 	 0.356151
0.632252 	 0.617389
0.057192 	 0.545793
0.330699 	 0.569933
0.710959 	 0.084445
0.751671 	 0.879421
0.759972 	 0.921995
0.739219 	 0.734825
0.835322 	 0.484268
0.548784 	 0.232673
0.313822 	 0.876461
0.656606 	 0.753441
0.126988 	 0.585894
0.255287 	 0.254891
0.294565 	 0.374126
0.769402 	 0.867428
0.350810 	 0.448622
0.370281 	 0.883358
0.239845 	 0.793359
0.833766 	 0.400281
0.765740 	 0.588977
0.516373 	 0.575610
0.275307 	 0.838527
0.778680 	 0.718863
0.166478 	 0.868221
0.581896 	 0.626453
0.509537 	 0.588824
0.328990 	 0.183782
0.865566 	 0.165197
0.480911 	 0.641255
0.083438 	 0.750389
0.979644 	 0.470351
0.356700 	 0.440077
0.321177 	 0.104587
0.124668 	 0.181616
0.475173 	 0.253548
0.284585 	 0.562975
0.702841 	 0.590289
0.811060 	 0.586901
0.182714 	 0.411695
0.815455 	 0.411664
0.461959 	 0.510544
0.117557 	 0.484787
0.189917 	 0.834529
0.808313 	 0.864986
0.158879 	 0.191687
0.393597 	 0.347636
0.775567 	 0.806543
0.714225 	 0.654958
0.344981 	 0.727958
0.750420 	 0.076662
0.693869 	 0.223762
0.481460 	 0.691153
0.489334 	 0.057527
0.287484 	 0.447584
0.955901 	 0.349467
0.260537 	 0.210486
0.935545 	 0.662160
0.397595 	 0.083560
0.934324 	 0.399854
0.218940 	 0.807276
0.327036 	 0.149388
0.329783 	 0.968780
0.643666 	 0.946440
0.246559 	 0.648122
0.255867 	 0.340617
0.826807 	 0.253853
0.495254 	 0.165654
0.583544 	 0.704154
0.734642 	 0.420728
0.666128 	 0.610187
0.463363 	 0.169652
0.787957 	 0.617450
0.882809 	 0.561693
0.771081 	 0.595569
0.268563 	 0.483535
0.616901 	 0.942076
0.110508 	 0.713614
0.457472 	 0.431288
0.799249 	 0.609943
0.586200 	 0.476699
0.713981 	 0.675710
0.070162 	 0.646962
0.338725 	 0.389203
0.184027 	 0.489731
0.415571 	 0.868496
0.873440 	 0.209876
0.201666 	 0.736106
0.563738 	 0.406598
0.544847 	 0.697531
0.333628 	 0.253609
0.176153 	 0.358562
0.468551 	 0.145146
0.661580 	 0.275979
0.362987 	 0.969726
0.155492 	 0.417829
0.745231 	 0.882138
0.333598 	 0.859004
0.744407 	 0.900266
0.906156 	 0.239204
0.374798 	 0.502670
0.198157 	 0.324839
0.453413 	 0.598224
0.903775 	 0.272530
0.294015 	 0.394482
0.453230 	 0.131565
0.274178 	 0.341380
0.454299 	 0.091464
0.917966 	 0.469619
0.513565 	 0.771905
0.538041 	 0.250587
0.677114 	 0.413526
0.530900 	 0.575396
0.622578 	 0.327128
0.617603 	 0.261238
0.577654 	 0.872219
0.799829 	 0.455641
0.054384 	 0.412549
0.815851 	 0.850002
0.483596 	 0.470016
0.063417 	 0.481918
0.559374 	 0.040651
0.818628 	 0.230842
0.028809 	 0.563616
0.040803 	 0.436323
0.053163 	 0.438490
0.136906 	 0.292489
0.643605 	 0.825037
0.862423 	 0.385632
0.268777 	 0.684072
0.474044 	 0.806665
0.771020 	 0.282052
0.286569 	 0.937040
0.300058 	 0.062197
0.338633 	 0.970733
0.740623 	 0.781671
0.653401 	 0.505570
0.140080 	 0.247017
0.644276 	 0.549760
0.917295 	 0.440779
0.220405 	 0.148839
0.640217 	 0.941679
0.356304 	 0.883389
0.305155 	 0.583087
0.969329 	 0.515885
